255,0,0:10
**
471,671
471,671
471,669
490,651
545,605
573,581
614,553
621,549
622,549
603,565
578,583
529,622
513,638
501,651
500,651
518,636
545,614
576,590
637,554
648,549
638,561
611,583
543,634
517,655
501,668
517,652
545,629
607,578
630,563
640,557
643,557
615,583
552,630
523,653
498,674
497,674
535,644
571,615
642,568
657,558
660,555
634,574
599,599
529,649
507,668
499,676
507,672
573,625
608,600
648,573
650,571
616,595
584,619
553,643
528,664
510,683
528,672
561,646
636,594
657,578
662,575
645,587
581,634
549,657
516,686
514,687
544,667
577,641
647,596
664,583
667,581
642,599
579,648
552,669
528,688
543,677
572,653
603,632
628,617
644,607
626,621
598,643
547,680
536,689
538,687
565,667
640,621
670,602
686,593
662,608
632,629
580,669
570,677
577,671
