255,0,0:10
**
509,614
509,614
497,630
497,631
497,631
504,624
520,609
537,594
553,580
561,573
565,572
564,573
553,583
541,593
529,602
521,610
513,619
511,620
511,620
512,619
526,603
545,584
564,566
591,547
593,547
587,557
566,578
522,621
511,631
508,634
517,627
536,610
557,594
576,579
590,571
595,568
579,584
560,601
541,619
528,630
522,635
524,629
542,610
563,589
582,571
598,558
608,554
604,561
584,581
560,603
540,624
525,641
540,629
559,611
580,592
601,574
615,565
619,564
601,583
579,605
557,625
541,640
533,648
538,642
556,623
577,602
599,584
626,565
628,564
627,567
608,588
585,610
548,646
543,652
542,653
542,652
559,634
602,596
622,581
629,576
630,576
619,590
575,634
553,653
544,663
547,657
568,633
592,611
614,595
630,584
630,585
610,606
587,629
555,661
551,666
551,664
570,644
614,607
630,595
638,590
640,589
634,594
590,637
571,656
560,667
555,671
566,657
587,636
609,618
629,605
642,597
645,599
623,622
599,647
579,668
565,680
573,670
597,646
626,622
667,592
671,590
665,596
640,619
588,671
577,682
573,684
590,666
610,651
628,639
638,634
640,632
633,636
617,649
606,658
598,667
